name,Longitude,Latitude
Sagar Ratna,77.0629673,28.4681718
Sasuraal,77.0624277,28.4686577
feel ALIVE,77.0641366,28.4679257
Matchbox,77.0626075,28.4682268
Prankster,77.0633573,28.4691662
21 Gun Salute,77.0631472,28.4681891
Backyard Underground,77.063143,28.468337
Bikanervala,77.0635969,28.4686806
Chin Chin,77.0626975,28.4682354
Domino's Pizza,77.0632194,28.4682247
Eggjactly,77.0678878,28.4685801
Gola Sizzlers,77.063417,28.4683943
Hunter Valley,77.0638106,28.4673849
Jungle Jamboree,77.0640466,28.4673792
McDonald's,77.0632371,28.4682874
My Bar Headquarters By Dockyard,77.0644064,28.4679517
Punjabi by Nature,77.0624277,28.4691956
Sandys Cocktails & Kitchen,77.0712417,28.472016
Sense Of Spirits,77.0633627,28.4695542
Starbucks,77.0632371,28.468377
Swagath,77.0628774,28.4696871
The Old School Brew House,77.0641949,28.467777
Barcelos,77.0624025,28.4691552
Boombox Brewstreet,77.0642265,28.4679344
BRONX Bar Exchange,77.063417,28.4681254
Djinggs,77.0642265,28.4679344
Downtown - Diners & Living Beer Cafe,77.0631922,28.4683279
Drifters Cafe,77.0671046,28.471349
Gung The Palace,77.0625436,28.4685726
Magadh and Awadh,77.0716014,28.4723195
Mamagoto,77.0641366,28.4676568
Molecule Air Bar,77.0642265,28.4679344
Nagai,77.064243,28.4640533
PitStop BrewPub,77.0715571,28.4621449
The Classroom,77.0627425,28.4681949
bu��no,77.0553395,28.4598737
Bottles and Barrels,77.0521813,28.4606832
A One Rasoi,77.0568391,28.4489745
Angeethi,77.0510698,28.4534927
Burger Point,77.0509079,28.4529876
Cafe Coffee Day,77.0504568,28.4532365
Cake Castle,77.0511154,28.453487
CHA,77.0446703,28.4457809
Chai Point,77.0549336,28.4645465
Fees - The Cloud Kitchen,77.0514542,28.4515538
Food Ka Mood,77.057398,28.4491214
Frozen Factory,77.0505547,28.4529016
Goli Vada Pav No. 1,77.0510504,28.4534826
Green Chick Chop,77.0512923,28.4538134
Harichatni.com,77.0558828,28.4549152
Kk Chaap Express,77.0506317,28.4527412
Latenight.in,77.04479218,28.45232201
Mitran Da Junction,77.051332,28.4540489
Mother Ringlet,77.0509743,28.4535417
Sna-X Point,77.0569404,28.4490081
Wow! Momo,77.050958,28.4534895
Yashna,77.0510225,28.4530419
Twigly,77.0587634,28.4344744
Bakers Oven,77.0509348,28.4529609
Dilli 6 On Wheels,77.0448616,28.4457489
La Pino'z Pizza,77.0502902,28.4530361
LeanBodyMeals,77.055519,28.455681
Om Sweets & Snacks,77.050482,28.4528201
Tasty Tweets,77.0511135,28.453446
The Kathi Rolls,77.0507229,28.4530322
Bite N Sip,77.0572815,28.4492369
Burger Joint,77.0566033,28.4493778
Dilli Light,77.051106,28.4537774
Love Desserts,77.059453,28.444784
Flying Cakes,77.0571362,28.4497559
Bikkgane Biryani,77.0505305,28.4528047
Cafeast,77.03975882,28.4444788
Yomo-Your Only Momo Outlet,77.04963807,28.45321428
Afghan Indian,77.0463325,28.4393846
Al Fanoos,77.0452895,28.4392847
Alwar Sweets & Namkeen,77.0573908,28.4495255
Baskin Robbins,77.01766379,28.46721998
Bisht Food Court,77.044871,28.4457028
Burj Al Arab,77.0450676,28.4394628
Costa Coffee,77.04079684,28.43954754
Desi Bites,77.046147,28.4395668
Kwality Restaurant,77.0448877,28.4455421
Kwality Wall's Swirl's,77.0555919,28.4433453
Nehra's Food Point,77.0557718,28.4415695
Orange Food Cart,77.04298183,28.43958321
Royal Sweets,77.0449407,28.4394492
Shree Annapurna,77.04290237,28.43970173
Underground Restaurant,77.0575645,28.4440456
Midnight Sutra,77.0906106,28.4507062
Paddy's - The Grub Grill,77.0859299,28.4419061
Sugar Rush By Saiba,77.0959808,28.4514497
Bamboo House,77.0593066,28.4351572
Burger Unlimited Kitchen,77.0595047,28.4350181
Cafeteria Point,77.0598728,28.4340212
Choudhary Gohana Famous Jalebi,77.0599779,28.4341404
Curry N' Tandoor,77.0598166,28.4345074
Dawat-e-Ishq,77.0592634,28.4351263
Delish Bake N Choc,77.0589267,28.4349266
Flavours,77.0587691,28.4345889
Om Sweets & Snacks,77.0586849,28.4347324
Om Sweets,77.0591044,28.4349952
Raj Restaurant,77.0593696,28.4342048
Tasha's Artisan Foods,77.0593546,28.4447042
Urban Kitchen,77.0593757,28.4352128
Nite Bites,77.0724033,28.4471752
BiBo's Kitchen,77.0717172,28.4418059
Burger Point,77.0597723,28.4344647
Chinese Fast Food,77.0732567,28.4472195
Chinese Food,77.0594005,28.4446522
Chop Shop,77.0591711,28.4346562
Dhara,77.059536,28.4446824
Foody Goody,77.0679502,28.4513687
Kehar Sweets And Snacks,77.0595633,28.4346657
Muskan Chicken Biryani,77.059245,28.4444633
Shakes Cakes 'n' More,77.0598983,28.4439045
Shri Sai Kirpa Food,77.0740245,28.4471412
Sufiya Hotel,77.0735754,28.4479605
Veg Hut,77.0735393,28.447879
Raj Restaurant,77.0596229,28.4448577
Burger Hut,77.0205232,28.4802841
Dancing Turkeys,77.0710139,28.4477683
The Pack King,77.0689933,28.434682
Bikaner Misthan Bhandar,77.0887235,28.4317225
Zizo,77.1011865,28.4454847
Grill King Kabab & Curries,77.1042435,28.4372591
Blossoms 4 U,77.110596,28.424109
Bunny Burgers,77.0991634,28.4251591
Curry Haus,77.093894,28.420766
Droolfi,77.09959824,28.42517935
Earthen Spices,77.1019507,28.4213907
FatPlates,77.1018657,28.4211708
Food4U!,77.1362757,28.4362232
Giani,77.1000368,28.4255681
Great Desserts Company,77.0982526,28.4273124
Green Chick Chop,77.0992983,28.4250375
Mughlai Treat,77.1017259,28.421414
Munch,77.1349572,28.434589
New Spice World,77.09929749,28.42516814
Pure Bliss,77.09992748,28.42894133
Puskar Raj Momos & Chinese Corner,77.0992973,28.4252326
Sai-Yo!,77.1001525,28.4283926
Shanghai Cafe,77.1000683,28.4285248
The Blaze,77.0961512,28.4180994
Ullu Delivers,77.0993188,28.4250399
Yomo-Your Only Momo Outlet,77.0994718,28.4253531
Dimsum Democracy,77.10009377,28.42846486
The Punjab Kitchen,77.112886,28.413665
Too Maach,77.1000307,28.4286826
Apni Rasoi,77.099865,28.4252571
Bala Ji Sweets Corner,77.0992983,28.4250375
Barista,77.1340452,28.43675
Biryani Express,77.0893173,28.4316128
Cake Innovation,77.134902,28.4345776
Chawla's�_,77.100181,28.4287959
China Gathering,77.1096659,28.4271903
Chinese Hot Express,77.099568,28.4254221
Go! Dimsum,77.09921435,28.42471111
Kanha North & South Indian Veg.,77.10003416,28.42890893
Kings Kulfi,77.0999277,28.4256359
Lassi Cafe,77.1420001,28.429125
Marwadi Khana,77.104693,28.4221468
Nukkadwala,77.1529576,28.4319337
Ravi Fast Food,77.0990285,28.425191
Shivalik Tiffin Corner,77.1072554,28.4298806
Street Food By Punjab Grills,77.0997478,28.4253496
Sweet Ginger Bakery,77.1345396,28.436573
The Rolling Stove,77.0998491,28.425268
Chawla's�_,77.0921967,28.430031
Chy - Na Express,77.0990285,28.4249219
Kwality,77.0992084,28.4251185
Brother's Snacks and Shakes,77.080462,28.4297813
Ginger Garlic,77.0904414,28.4217218
Arabicaa 9,77.0176107,28.467311
Burger Xpress,77.017531,28.4672588
Dilli Light,77.0190993,28.4707962
KB's Kulfi & Icecream,77.0184147,28.4726717
MyLoveBiryani.Com,77.0155627,28.4651285
Tandoori Adda,77.0143446,28.4700416
Tiffins 4 U,77.0148921,28.4648232
Cafe Cup of Life,77.0162592,28.4681375
DCK- Dana Choga's Kitchen,77.0170336,28.4677392
Kishu Di Hatti Sweets,77.0175244,28.4663672
KC Bakers,77.022728,28.455974
Sham Sweets,77.0236993,28.4525161
Bake Cuddle,77.0213621,28.4591855
Gopala,77.0998689,28.4658365
Halki Aanch,77.0997223,28.4656305
New Sukh Sagar,77.1000176,28.465995
Sweets Corner,77.0993432,28.4658854
Minus5degree,77.0987074,28.4662158
Qureshi's Kabab Corner,77.0992642,28.4661404
Delicious Food Corner,77.0947125,28.4810852
Firangi Bake,77.095457,28.482671
Kettle & Kegs,77.0954737,28.4828791
The Daily,77.0967623,28.4834802
Burger Singh,77.03890722,28.42447847
Captain Bill$ Deliverz,77.089166,28.433455
Chaayos,77.0447688,28.406494
Chai Point,77.0443061,28.4057383
Cyber Adda 24,77.0383803,28.4183524
Desi Thaat,77.0430886,28.4118349
Doughlicious,77.0447626,28.4064865
Dunkin' Donuts,77.0392204,28.4249125
Gulshan Dhaba,77.0276151,28.4579514
Karari Kurry,77.04253683,28.41240966
Moti Mahal Delux,77.0381858,28.4268302
Needs Gourmet,77.0451575,28.4025286
Rao's Meeting Point,77.042691,28.4118643
Sadabahar Hotel,77.0403449,28.4157403
Sagar Ratna,77.0383658,28.4209297
Shri Ram Restaurant,77.0417392,28.4116153
Shri Ram Restaurant,77.0409296,28.411627
Subway,77.0382435,28.4184165
Subway,77.0444681,28.4058183
Sugarcraft Patisserie,77.0484858,28.4117267
Tea Halt,77.0322081,28.4256547
The Golden Dragon,77.0406597,28.4201195
The Spice Room,77.0452475,28.406214
The Tongue Twister,77.067268,28.266839
56 Fresca,77.0447078,28.4060723
BreakfastBay,77.04214934,28.41385572
Cafe Maple Street,77.0443479,28.4058584
Fat Lulu's,77.058018,28.434541
Fat Monk,77.033013,28.4255696
Flying Tuk Tuk,77.0413794,28.4069177
FreshMenu,77.041071,28.415066
Little Skillet,77.0489356,28.4120391
PKay,77.0432685,28.4133766
Shama Chicken Corner,77.042099,28.4120086
Starbucks,77.0449776,28.4060983
Tandoori Nation,77.03833256,28.41864781
Truffle Tangles,77.0365475,28.4274393
Domino's Pizza,77.0393103,28.4248315
KB's Icecream & Kulfis,77.0418292,28.4116239
Wah Ji Wah,77.0371694,28.4270829
The Brewhouse,77.04178983,28.41593885
Boozer's,77.062693,28.454258
Cheffy's,77.0678486,28.4584293
Cake Point,77.0832002,28.4307097
Shyam Sweets,77.08893042,28.4316636
Uma Foodies' Hut,77.08898909,28.43185642
AK Your Food,77.0810496,28.4406267
Freshnfit.in,77.0860608,28.4362534
Shri Ram Bhojnalaya,77.078993,28.4346629
Special O-cake-sions,77.0745897,28.4325962
Tasteful Biryani,77.0832881,28.4307149
Bikanervala,77.1053224,28.4335066
Indian Grill Room,77.1052774,28.4334574
Oriental Fusion,77.0872491,28.4625277
Purani Dilli's Al Karam Kebab House,77.08729528,28.46243126
Rollmaal,77.0876088,28.4623829
Speedy Chow,77.0876088,28.4622932
Arabian Nites,77.0868749,28.4625024
Giani's,77.0869794,28.4624121
Giani,77.08695229,28.46246192
Juste Miam,77.0869794,28.4626811
Patiala Shahi,77.0868501,28.4625094
The Kathis,77.087339,28.4624466
Wai Yu Mun Ching,77.0871567,28.4625963
Bernardo's,77.087339,28.4626259
Biryani Art,77.0870678,28.4625602
Nosh,77.0871573,28.4625905
Tandoor Express,77.0874235,28.4624928
Tandoori KnockOuts,77.0871592,28.4626087
Udaipuri,77.0871142,28.4623802
Cakes & Muffins,77.0784363,28.4659842
Halki Aanch,77.0756172,28.4714149
Hungry Gopal,77.0786436,28.4543078
Kuzo,77.0790658,28.4507135
Lovecrumbs Bakery,77.0784363,28.4660738
Organic Express,77.081955,28.452042
Pizza Hut,77.0746189,28.4684058
Roti Te Boti,77.0832025,28.4600768
Behrouz Biryani,77.0787061,28.4609895
Caf�� Burger BC,77.0794255,28.4504791
Dilli Darbar,77.0843946,28.4602529
Fu.D,77.0789759,28.4647809
Jarfull,77.0791557,28.4605845
Mochamania,77.0747614,28.4710018
Mukhtalif Biryanis,77.0847227,28.4592935
Mummy's Kitchen,77.0853157,28.4543176
Ovenstory Pizza,77.0788503,28.4609696
Kujay's Spoon,77.0796953,28.4499671
Lily Food's,77.0791682,28.4508593
Mutton Mewar,77.0762779,28.4513422
Tasty But Healthy,77.0814039,28.4503106
Teddy Choco Studio,77.0830226,28.455756
Chin Chow,77.0840118,28.4601546
Cafe Sante,77.0815524,28.4510321
Mughal Dine-Esty,77.0779417,28.4606023
Nuterro,77.0751988,28.4708726
Sandburg Shakes,77.079003,28.46082
The Millionaire Express,77.079311,28.460034
Ammu's South Indian Restaurant,77.0793521,28.4607475
Elma's Delivers,77.0792457,28.461131
Faasos,77.0788859,28.4609172
Foodrath,77.0793669,28.4613734
Hyderabad House,77.0792457,28.461131
Kake Da Hotel,77.0798015,28.460761
Mitraao,77.0796953,28.460995
PomoDoro Bistro,77.0790916,28.4610705
Shri Shyam Ji Ke Mashhoor Chhole Bhature,77.0811311,28.4532726
Spice Aangan Express,77.0792457,28.461131
Subway,77.0790658,28.4604862
Swaad Ka Khazana,77.0795604,28.4609372
The Toddy Shop,77.0792715,28.460829
Truffles,77.0790658,28.4606655
Cafe Bonkerz,77.0787061,28.4604516
Wrapchick,77.0794255,28.4608794
WoW - Vada Pav & More,77.0789039,28.4605516
Me Kong Bowl,77.0796953,28.460726
Palmyra - The Bristol Hotel,77.0923077,28.4799845
Shanghai Bar & Lounge - The Bristol Hotel,77.09232,28.4799981
Zaffran - The Bristol Hotel,77.0922972,28.4799825
Zaffran - The Claremont,77.0732202,28.4782126
Clove - The Galgotias,77.0529662,28.5047491
Green Leaf,77.0395696,28.4664035
Tokyo,77.0400898,28.4661418
Cigar Lounge - The Oberoi,77.0867995,28.5022869
Melange - The Pllazio Hotel,77.0640466,28.4646001
Qureshi's Kabab Corner,77.048261,28.412019
EEST - The Westin Gurgaon,77.0704322,28.476779
Prego - The Westin Gurgaon,77.0703873,28.4767298
Seasonal Tastes - The Westin Gurgaon,77.0704322,28.476779
Xiao Chi - The Westin Sohna Resort & Spa,77.1427506,28.2393668
The Living Room - The Westin Sohna Resort & Spa,77.1427506,28.2393668
The Bar - Trident Gurgaon,77.0867995,28.5022869
Konomi - Trident Gurgaon,77.0867995,28.5022869
L'Opera,77.0958365,28.4512929
Town Hall,77.096912,28.45097366
Whisky Samba,77.09688552,28.45104175
Chokola,77.080139,28.5109714
Citrus Cafe - Lemon Tree Hotel,77.0867096,28.5026368
Green Hut,77.0753139,28.5004986
My Plate,77.086215,28.5130313
PiccoLicko,77.0652612,28.4875966
Pind Balluchi,77.088159,28.4991161
Raj Xpresso,77.083835,28.506391
Riders Hub,77.0879685,28.4991724
Shivani Catering Services,77.0728605,28.5011252
The Diet Kitchen,77.0835622,28.5009896
The Gr8 Taste of India,77.0867524,28.4975584
World Art Cafe,77.0842434,28.5120417
XLNC Bakers,77.0801,28.5140563
Adventure Food,77.086215,28.5130313
Baba Da Dhaba,77.07576312,28.51150832
Bandhani Fast Food,77.0823439,28.501278
Bhai Ji Dhaba,77.0755585,28.511513
Bikaner Sweets,77.0670773,28.4905933
Cake 24x7,77.0627161,28.4969691
Chaayos,77.086215,28.5130313
Chauhan Hotel,77.0671046,28.4905322
Costa Coffee,77.07991786,28.49125312
Dheeraj Vaishno Dhaba,77.0673441,28.4907223
Domino's Pizza,77.067069,28.4899846
Food Ka Adda,77.0859902,28.4988926
iKitchen,77.07016754,28.49064636
Knights Kitchen,77.0836521,28.4996537
Ku-Kukdu-Ku,77.0665649,28.4872533
Mogambo Kitchen,77.0834007,28.4978821
Noore-e-Seva,77.0671777,28.490597
Premier Bite,77.08617,28.5128925
Renu Sweets & Restaurant,77.0693753,28.4909024
Street Foods by Punjab Grill,77.081314,28.4999667
Tpot,77.085902,28.509468
Uttrakhand Bohra Bhojnalaya & Fast Food,77.0683497,28.4907415
Uttrakhand Dhaba,77.0762102,28.5114797
Tea Halt,77.0555019,28.443247
Dunkin' Donuts,77.0563348,28.4429124
Indian Bistro Company,77.05503501,28.44359498
Tpot,77.0563114,28.4435939
Anaaj,77.0714665,28.5096403
Au Bon Pain,77.07236174,28.51055995
Cafe Coffee Day,77.0715115,28.509779
Cafe Friends,77.0712658,28.5095992
Chinese Bistro,77.0714665,28.5096403
Dunkin' Donuts,77.0715115,28.509779
Madras Coffee House,77.0720511,28.5103687
McDonald's,77.0714215,28.5096807
Nukkadwala,77.07199864,28.51028625
Salad Chef,77.07128014,28.5095226
Subway,77.0715115,28.509779
Tea Halt,77.0715115,28.509779
The Kachori Co.,77.0714703,28.5096854
Urban Dhaba,77.0714665,28.5096403
A Piece of Paris,77.0716878,28.510247
Chaayos,77.0715115,28.5096894
Doughlicious,77.07169354,28.50969289
Eggers Madhouse,77.0713316,28.5096721
Live Wok,77.0714215,28.5096807
Orange Chopsticks,77.07144342,28.50954204
Pizzoccheri,77.07135793,28.50954764
Dosa Republic,77.0714665,28.5096403
Giani's,77.0716464,28.5096576
Chai Point,77.0717813,28.5099843
Latitude - Vivanta By Taj,77.0700953,28.4562499
Thai Pavilion - Vivanta By Taj,77.0701624,28.4559543
3H Kitchen,77.0310152,28.5088255
Manish Sweets & Bakers,77.0313937,28.5085989
Oasis Kitchen,77.0316635,28.5088043
Ramchandra Chinese Food,77.0309826,28.508564
Sona Chinese,77.0308539,28.5090845
The Pastry Hut,77.0313937,28.5088678
Aggarwal Sweets & Restaurant,77.0311238,28.5088417
Bhoomika,77.0842702,28.4604845
FoodZilla,77.0841917,28.4603512
Goli Vada Pav No. 1,77.0839756,28.4598562
Kathi Junction,77.0836521,28.4606579
Romi da Dhaba,77.083832,28.4600476
Shamji Snacks,77.0843266,28.4602296
The Lunch Break,77.0835622,28.46047
Veg O Non,77.0843266,28.459871
Alwar Sweets,77.0842816,28.4603598
Bakers Oven,77.083832,28.4606752
Burgzz Bee,77.0840568,28.4599348
Chinese Corner,77.0839219,28.4597873
Iroha,77.0832025,28.4599872
Chaudhary Burfi Wala,77.0843266,28.4605883
Curry 'n' Phulka,77.0837421,28.4607562
Wah Ji Wah,77.0832256,28.4605726
Woods Spice,77.0573475,28.4428081
